goodreads_id,isbn13,isbn10,title,author,additional_authors,description,page_count,published_date,publisher,cover_url,cover_filename,genres,series_name,volume_number,binding,average_rating,user_rating,user_review,user_status,user_shelves,date_added,date_read,audience,intensity,moods,classification_confidence,mood_darkness,pacing_speed,complexity_score,emotional_intensity,plot_archetype,prose_style,setting_atmosphere,vibe_confidence
,,,"The Goose Girl","Shannon Hale",,"Mythopoeic Fantasy Award nominee for Children's Literature 2010 (The Books of Bayern series).She was born with her eyes closed and a word on her tongue, a word she could not taste. Her name was Anidori-Kiladra Talianna Isilee, Crown Princess of Kildenree, and she spent the first years of her life listening to her aunt’s stories and learning the language of the birds, especially the swans. And when she was older, she watched as a colt was born, and she heard the first word on his tongue, his name, Falada.From the Grimm's fairy tale of the princess who became a goose girl before she could become queen, Shannon Hale has woven an incredible, original, and magical tale of a girl who must find her own unusual talents before she can lead the people she has made her own.",383,2003-04-08,"Bloomsbury Children's Books",https://covers.openlibrary.org/b/isbn/158234843X-L.jpg,,"Books of Bayern, Juvenile fiction, Princesses, Fiction, Fairy tales, Human-animal communication, Children's fiction, Princesses, fiction, Children's literature, Princesses -- Juvenile fiction, Human-animal communication -- Juvenile fiction, Princesses -- Fiction, Human-animal communication -- Fiction","The Books of Bayern",1,Paperback,4.12,,,want_to_read,,,,middle_grade,moderate,"adventurous, inspirational, thought_provoking",0.9,3,4,3,6,coming_of_age,lyrical,medieval,0.9
,9780099460879,,"I Capture the Castle","Dodie Smith",,"Through six turbulent months of 1934, 17-year-old Cassandra Mortmain keeps a journal, filling three notebooks with sharply funny yet poignant entries about her home, a ruined Suffolk castle, and her eccentric and penniless family. By the time the last diary shuts, there have been great changes in the Mortmain household, not the least of which is that Cassandra is deeply, hopelessly, in love.",408,2048-10-28,"Wyatt Book",https://covers.openlibrary.org/b/isbn/9780099460879-L.jpg,9780099460879.jpg,"Fiction, Castles, Fiction, family life, Fiction, coming of age, Fiction, humorous, England, fiction, Fiction, romance, historical, Diary fiction, Fiction, humorous, general, Poverty, Teenage girls, Fiction, general, Diaries, Families, Young adult fiction",,,Hardcover,4,,,want_to_read,,,,young_adult,moderate,"humorous, romantic, melancholic",1,3.5,4,4,7,coming_of_age,conversational,other,1
,9781401323257,,"The Last Lecture","Randy Pausch",,"A lot of professors give talks titled 'The Last Lecture'. Professors are asked to consider their demise and to ruminate on what matters most to them: What wisdom would we impart to the world if we knew it was our last chance? If we had to vanish tomorrow, what would we want as our legacy?When Randy Pausch, a computer science professor at Carnegie Mellon, was asked to give such a lecture, he didn't have to imagine it as his last, since he had recently been diagnosed with terminal cancer. But the lecture he gave, 'Really Achieving Your Childhood Dreams', wasn't about dying. It was about the importance of overcoming obstacles, of enabling the dreams of others, of seizing every moment (because time is all you have and you may find one day that you have less than you think). It was a summation of everything Randy had come to believe. It was about living.In this book, Randy Pausch has combined the humour, inspiration, and intelligence that made his lecture such a phenomenon and given it an indelible form. It is a book that will be shared for generations to come.",217,2008-08-04,"Hachette Books",https://covers.openlibrary.org/b/isbn/9781401323257-L.jpg,9781401323257.jpg,"Death, Psychology, Attitude to Death, Aspectos psicológicos, Terminally Ill, Filosofía, Psychological aspects, Personal Narratives, Muerte, Biografía, Lebensführung, Cancer, Cáncer, Neoplasms, Patients, Computer scientists, Éxito, Científicos de la computación, Pacientes, Biography, New York Times bestseller, nyt:hardcover_advice=2009-07-11, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12",,,"Kindle Edition",4.26,,,want_to_read,,,,adult,moderate,"inspirational, thought_provoking, humorous",0.9,4,5,3,9,other,conversational,contemporary,0.9
,9780062085573,,"Ignite Me","Tahereh Mafi",,"With Omega Point destroyed, Juliette doesn’t know if the rebels, her friends, or even Adam are alive. But that won’t keep her from trying to take down The Reestablishment once and for all. Now she must rely on Warner, the handsome commander of Sector 45. The one person she never thought she could trust. The same person who saved her life. He promises to help Juliette master her powers and save their dying world . . . but that’s not all he wants with her.",421,2014,HarperCollins,https://covers.openlibrary.org/b/isbn/9780062085573-L.jpg,9780062085573.jpg,"Science fiction, Love, Ability, Dictatorship, Resistance to Government, Soldiers, Fiction, Children's fiction, Soldiers, fiction, Love, fiction, Juvenile fiction, Dictators, Love stories, nyt:series-books=2014-02-23, New York Times bestseller, Fantasy fiction","Shatter Me",3,"Kindle Edition",4.4,,,want_to_read,,,,young_adult,dark,"tense, suspenseful, romantic",0.9,8,9,4,8,enemies_to_lovers,conversational,dystopian,0.9
,9780140106398,,"The Glass Menagerie","Tennessee Williams",,"No play in the modern theatre has so captured the imagination and heart of the American public as Tennessee Williams's The Glass Menagerie. As Williams's first popular success, it launched the brilliant, if somewhat controversial, career, of our pre-eminent lyric playwright. Since its premiere in Chicago in 1944, with the legendary Laurette Taylor in the role of Amanda, Menagaerie has been the bravura piece for great actresses from Jessica Tandy to Joanne Woodward, and is studied and performed in classrooms and theatres around the world. The Glass Menagerie (in the reading text the author preferred) is now available only in its New Directions Paperbook edition. A new introduction by the editor of The Tennessee Williams Annual Review, Robert Bray, reappraises the play more than half a century after it won the New York Drama Critics Circle Award. This edition of The Glass Menagerie also includes Williams's essay on the impact of sudden fame on a struggling writer, ""The Catastrophe of Success,"" as well as a short section of Williams's own ""Production Notes."" (back cover)",104,2045-10-28,"New Directions",https://covers.openlibrary.org/b/isbn/9780140106398-L.jpg,9780140106398.jpg,"memory plays, autobiographical drama, Family, American drama, Fiction, Drama, open_syllabus_project, Young men, Human relations, Brothers and sisters, Mothers and sons, Families, Young women with disabilities, Mothers and daughters, domestic drama, Interpersonal relations, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, American drama (dramatic works by one author), Saint Louis (Mo.), Plays, Play, Criticism and interpretation, Glass menagerie (Williams, Tennessee), Young men--missouri--saint louis--drama, Families--missouri--saint louis--drama, Young men--drama, Saint louis (mo.)--drama, Ps3545.i5365 g5 1999, 812/.54, Children's plays",,,Paperback,3.71,,,want_to_read,,,,young_adult,moderate,"melancholic, thought_provoking, tense",0.9,6.5,2.5,6.5,8.5,ensemble,lyrical,urban,0.9
,9780451517746,,"Twelfth Night","William Shakespeare",,"Named for the twelfth night after Christmas, the end of the Christmas season, Twelfth Night plays with love and power. The Countess Olivia, a woman with her own household, attracts Duke (or Count) Orsino. Two other would-be suitors are her pretentious steward, Malvolio, and Sir Andrew Aguecheek.Onto this scene arrive the twins Viola and Sebastian; caught in a shipwreck, each thinks the other has drowned. Viola disguises herself as a male page and enters Orsino’s service. Orsino sends her as his envoy to Olivia—only to have Olivia fall in love with the messenger. The play complicates, then wonderfully untangles, these relationships.",272,2001-10-28,"Simon Schuster",https://covers.openlibrary.org/b/isbn/9780451517746-L.jpg,9780451517746.jpg,"Drama, Brothers and sisters, Twins, Survival after airplane accidents, shipwrecks, Mistaken identity, Juvenile drama, Plays, English literature, History and criticism, Children's plays, English, Man-woman relationships, fiction, English Young adult drama, Problems, exercises, Outlines, syllabi, Study and teaching, Othello (Fictitious character), Fiction, Shipwreck survival, Shipweck survival, Adaptations, Talking books, Literatur, Englisch, open_syllabus_project, Gemelos, Hermanos y hermanas, Supervivencia despue s de accidentes ae reos, naufragios, British and irish drama (dramatic works by one author), Children's plays, English drama, Shakespeare, william, 1564-1616, twelfth night, Shakespeare, william, 1564-1616, stage history, Shakespeare, william, 1564-1616, dramatic production, Shakespeare, william, 1564-1616, film and video adaptations, Shakespeare, william, 1564-1616, juvenile literature, English literature, history and criticism, English literature, study and teaching, Children's fiction, Brothers and sisters, fiction, Twins, fiction, Teaching, aids and devices, Stage history, Miniature books, Specimens, Study guides, Examinations, Juvenile literature, Dramatic production, Film adaptations, Jumeaux, Théâtre (genre littéraire), Survival, Drama (dramatic works by one author), Drama, collections, Shakespeare, William,, Comedies, Shipwreck victims, Twelfth night (Shakespeare, William), Juvenile fiction, Unrequited love, Triangles (Interpersonal relations), English language, Textbooks for foreign speakers, Readers for new literates, Anglais (Langue), Manuels pour allophones, Lectures et morceaux choisis pour nouveaux alphabétisés, Siblings, Film and video adaptations, Siblings, fiction, Survival, fiction, Shakespeare, william, 1564-1616, adaptations, Shipwreck survival--drama, Brothers and sisters--drama, Twins--drama, Pr2837.a2 c74 2000, 822.3/3, Mistaken identity--drama, Pr2837.a2 d355 2004, Shakespeare, william , 1564-1616, Stage historyshakespeare, william , 1564-1616, Pr2837.a2 b37 2010, Large type books, Drama, british and irish, Promptbooks",,,Paperback,3.98,,,want_to_read,,,,young_adult,light,"humorous, romantic, adventurous",0.95,2,6,7,4,fish_out_of_water,dialogue_heavy,medieval,0.92
,9780732294588,,"The Darkest Minds","Alexandra Bracken",,"When Ruby woke up on her tenth birthday, something about her had changed. Something alarming enough to make her parents lock her in the garage and call the police. Something that gets her sent to Thurmond, a brutal government “rehabilitation camp.” She might have survived the mysterious disease that’s killed most of America’s children, but she and the others have emerged with something far worse: frightening abilities they cannot control.Now sixteen, Ruby is one of the dangerous ones.When the truth comes out, Ruby barely escapes Thurmond with her life. Now she’s on the run, desperate to find the one safe haven left for kids like her—East River. She joins a group of kids who escaped their own camp. Liam, their brave leader, is falling hard for Ruby. But no matter how much she aches for him, Ruby can’t risk getting close. Not after what happened to her parents.When they arrive at East River, nothing is as it seems, least of all its mysterious leader. But there are other forces at work, people who will stop at nothing to use Ruby in their fight against the government. Ruby will be faced with a terrible choice, one that may mean giving up her only chance at a life worth living.",488,2012,"Disney Hyperion",https://covers.openlibrary.org/b/isbn/9780732294588-L.jpg,9780732294588.jpg,"JUVENILE FICTION / Action & Adventure / General, JUVENILE FICTION / Love & Romance, Prisoners, Fiction, Science fiction, Interpersonal relations, Psychic ability, JUVENILE FICTION / Fantasy & Magic, Love & Romance, Action & Adventure, JUVENILE FICTION, Fantasy & Magic, General, Parapsychology, Children's fiction, Interpersonal relations, fiction, Parapsychology, fiction","The Darkest Minds",1,Hardcover,4.18,,,want_to_read,,,,young_adult,dark,"adventurous, romantic, suspenseful",1,8,9,4,9,chosen_one,cinematic,dystopian,1
,9788484566874,,"Invisible Monsters","Chuck Palahniuk",,"She's a catwalk model who has everything: a boyfriend, a career, a loyal best friend. But when a sudden motor 'accident' leaves her disfigured and incapable of speech, she goes from being the beautiful centre of attention to being an invisible monster, so hideous that no one will acknowledge she exists.Enter Brandy Alexander, Queen Supreme, one operation away from being a real woman, who will teach her that reinventing yourself means erasing your past and making up something better, and that salvation hides in the last place you'll ever want to look.The narrator must exact revenge upon Evie, her best friend and fellow model; kidnap Manus, her two-timing ex-boyfriend; and hit the road with Brandy in search of a brand-new past, present and future.",304,1999-09-17,"W. W. Norton Company",https://covers.openlibrary.org/b/isbn/9788484566874-L.jpg,9788484566874.jpg,"Man-woman relationships, Disfigured persons, Models (Persons), Fiction, Murder, Social status, Accident victims, Life change events, Fiction, general, Transsexuals, Gender transition, Hormone therapy, Gender reassignment surgery, Sex change",,,Paperback,3.98,,,want_to_read,,,,adult,intense,"tense, thought_provoking, suspenseful",1,9,8,7,8,revenge_tale,minimalist,contemporary,1
,9780007166305,,"The Hours","Michael Cunningham",,"In 1920s London, Virginia Woolf is fighting against her rebellious spirit as she attempts to make a start on her new novel. A young wife and mother, broiling in a suburb of 1940s Los Angeles, yearns to escape and read her precious copy of Mrs Dalloway. And Clarissa Vaughan steps out of her smart Greenwich village apartment in 1990s New York to buy flowers for a party she is hosting for a dying friend.The Hours recasts the classic story of Woolf's Mrs Dalloway in a startling new light. Moving effortlessly across the decades and between England and America, this exquisite novel intertwines the worlds of three unforgettable women.",230,1998-01-11,"Picador USA",https://covers.openlibrary.org/b/isbn/9780007166305-L.jpg,9780007166305.jpg,"Fiction, Man-woman relationships, Man-woman relationships in fiction, Women in fiction, Influence, Women, Woolf, Virginia, in fiction, Terminally ill in fiction, Terminally ill, Psychological fiction, Domestic fiction, Roman américain, Influence (Literary, artistic, etc.), Relations entre hommes et femmes, Romans, nouvelles, Femmes, Malades en phase terminale, French fiction, Woolf, Virginia, 1882-1941, Romance, Literatura norte-americana, Large type books, Lebensfuhrung, Frau, Belletristische Darstellung, Man-Woman relationships-Fiction, PEN/Faulkner Award Winner, award:pen_faulkner_award=1999, award:pen_faulkner_award=fiction, LGBTQ novels, Stonewall Book Awards, LGBTQ HIV/AIDS, New York Times reviewed, Man-woman relationships, fiction, New york (n.y.), fiction, Fiction, psychological, Authors, fiction, Ferro-Grumley Award for Gay Fiction Winner, collection:barbara_gittings_literature_award=winner",,,Paperback,3.94,,,want_to_read,,,,adult,dark,"melancholic, thought_provoking, tense",0.9,7.5,3.5,7.5,8.5,ensemble,lyrical,urban,0.9
,9781784751340,,"Drums of Autumn","Diana Gabaldon",,"In this breathtaking novel, rich in history and adventure, #1 New York Times bestselling author Diana Gabaldon continues the story of Claire Randall and Jamie Fraser that started with the now-classic novel Outlander and continued in Dragonfly in Amber and Voyager. Once again spanning continents and centuries, Gabaldon has created a work of sheer brilliance. What if you knew someone you loved was going to die? What if you thought you could save them? How much would you risk to try?Claire Randall has gone to find Jamie Fraser, the man she loved more than life, and has left half her heart behind with their daughter, Brianna. Claire gave up Jamie to save Brianna, and now Bree has sent her mother back to the Scottish warrior who was willing to give his life to save them both. But a chilling discovery in the pages of history suggests that Jamie and Claire's story doesn't have a happy ending.Brianna dares a terrifying leap into the unknown in search of her mother and the father she has never met, risking her own future to try to change history . . . and to save their lives. But as Brianna plunges into an uncharted wilderness, a heartbreaking encounter may strand her forever in the past . . . or root her in the place she should be, where her heart and soul belong.",928,1996-12-30,Bantam,https://covers.openlibrary.org/b/isbn/9781784751340-L.jpg,9781784751340.jpg,"Scottish Americans, Family, Fiction, Scots, Time travel, History, Families, Fraser, jamie (fictitious character), fiction, Fiction, romance, time travel, South carolina, fiction, Scotland, fiction, Fiction, historical, Fraser, claire (fictitious character), fiction, Fiction, historical, general, Fiction, fantasy, historical",Outlander,4,Paperback,4.33,,,want_to_read,,,,adult,moderate,"adventurous, romantic, suspenseful",0.9,6.5,7,6,9,found_family,cinematic,,0.85
,9780061832512,,"Wicked Lovely","Melissa Marr",,"Rule #3: Don't stare at invisible faeries.Aislinn has always seen faeries. Powerful and dangerous, they walk hidden in the mortal world. Aislinn fears their cruelty - especially if they learn of her Sight - and wishes she were as blind to their presence as other teens.Rule #2: Don't speak to invisible faeries.Now faeries are stalking her. One of them, Keenan, who is equal parts terrifying and alluring, is trying to talk to her, asking questions Aislinn is afraid to answer.Rule #1: Don't ever attract their attention.But it's too late. Keenan is the Summer King, who has sought his queen for nine centuries. Without her, summer itself will perish. He is determined that Aislinn will become the Summer Queen at any cost — regardless of her plans or desires.Suddenly none of the rules that have kept Aislinn safe are working anymore, and everything is on the line: her freedom; her best friend, Seth; her life; everything.Faery intrigue, mortal love, and the clash of ancient rules and modern expectations swirl together in Melissa Marr's stunning twenty-first-century faery tale.",328,2007,HarperTeen,https://covers.openlibrary.org/b/isbn/9780061832512-L.jpg,9780061832512.jpg,"Fiction, Secrets, Fairies, Juvenile fiction, Kings, queens, rulers, etc. in fiction, Fairies in fiction, Kings, queens, rulers, Secrets in fiction, Kings and rulers, Fantasy, Romance, Science Fiction & Fantasy, Secrecy, Teenagers, Fantasy fiction, Young adult fiction, Friendship, Teenage boys, Teenage girls, Life, Survival after airplane accidents, shipwrecks, Magic, Quests (Expeditions), Children's fiction, Kings, queens, rulers, etc., fiction, Fairies, fiction","Wicked Lovely",1,Hardcover,3.69,,,want_to_read,,,,young_adult,moderate,"romantic, suspenseful, mysterious",1,6.5,7,4,7.5,chosen_one,conversational,contemporary,0.9
,,,"P.S. I Love You","Cecelia Ahern",,"A novel about holding on, letting go, and learning to love again.Now in paperback, the endearing novel that captured readers' hearts and introduced a fresh new voice in women's fiction Cecelia Ahern. Holly couldn't live without her husband Gerry, until the day she had to. They were the kind of young couple who could finish each other's sentences. When Gerry succumbs to a terminal illness and dies, 30-year-old Holly is set adrift, unable to pick up the pieces. But with the help of a series of letters her husband left her before he died and a little nudging from an eccentric assortment of family and friends, she learns to laugh, overcome her fears, and discover a world she never knew existed. The kind of enchanting novel with cross-generational appeal that comes along once in a great while, PS, I Love You is a captivating love letter to the world!",501,2004-03-02,"Hachette Books",https://covers.openlibrary.org/b/isbn/0007179499-L.jpg,,"Fiction, Loss (Psychology), Grief, Widows, Psychological fiction, Friendship, Literature, Loss (Psychology) -- Fiction., Widows -- Fiction., Grief -- Fiction., Large type books., Suche, Junge Frau, Vermisster, Death, Spouses, Bereavement, Last letters before death, Love-letters, Fiction, psychological, Widows, fiction, Large type books, Fiction, romance, general, Fiction, general, Fiction, sagas, Man-woman relationships, fiction","P.S. I Love You",1,Paperback,4.02,,,want_to_read,,,,adult,moderate,"melancholic, inspirational, romantic",0.9,6,4,3,9,other,conversational,contemporary,0.8
,9798890981578,,"Queen of Shadows","Sarah J. Maas",,"Everyone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past…She has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before she can reclaim her throne, she must fight.She will fight for her cousin, a warrior prepared to die for her. She will fight for her friend, a young man trapped in an unspeakable prison. And she will fight for her people, enslaved to a brutal king and awaiting their lost queen’s triumphant return.The fourth volume in the New York Times bestselling series continues Celaena’s epic journey and builds to a passionate, agonizing crescendo that might just shatter her world.",648,2015,"Bloomsbury USA Childrens",https://covers.openlibrary.org/b/isbn/9798890981578-L.jpg,9798890981578.jpg,"Magic, YA, High Fantasy, Fiction, Romance, Fantasy, Royalty, Court, Rebellion, Assassins, Insurgency, Juvenile fiction, Identity, Homecoming, Demoniac possession, Identity (Philosophical concept), Queens, Children's fiction, Fantasy fiction, Identity, fiction, Criminals, fiction, [series:Throne_of_Glass], Swords","Throne of Glass",4,Hardcover,4.55,,,want_to_read,,,,young_adult,intense,"adventurous, romantic, tense",1,7,8,6,9,revenge_tale,cinematic,medieval,1
,9780312577995,,Hunted,"P.C. Cast (Goodreads Author)",,"What if the hottest guy in the world was hiding a nameless evil, and all he wanted was you? At the start of this heart-pounding new installment of the bestselling House of Night series, Zoey’s friends have her back again and Stevie Rae and the red fledglings aren’t Neferet’s secrets any longer. But an unexpected danger has emerged. Neferet guards her powerful new consort, Kalona, and no one at the House of Night seems to understand the threat he poses. Kalona looks gorgeous, and he has the House of Night under his spell. A past life holds the key to breaking his rapidly spreading influence, but what if this past life shows Zoey secrets she doesn’t want to hear and truths she can’t face?",323,2009-10-28,"St. Martin's Griffin",https://covers.openlibrary.org/b/isbn/9780312577995-L.jpg,9780312577995.jpg,"New York Times bestseller, Good and evil in fiction, Adolescence, Fiction, Adolescence in fiction, Good and evil, nyt:series_books=2009-05-30, Zoey Redbird (Fictitious character), Young adult fiction, Vampires, Paranormal fiction, Juvenile fiction, Children's fiction, Occultism, fiction, Vampires, fiction, Adolescence, fiction, Good and evil, fiction, Fantasy fiction","House of Night",5,Hardcover,3.93,,,want_to_read,,,,young_adult,moderate,"suspenseful, romantic, adventurous",1,6,8,3,7,chosen_one,conversational,urban,0.9
,9781429543620,,"World Without End","Ken Follett",,"Librarian's note: An alternate cover edition can be found hereWorld Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and revenge, but this sequel stands on its own. This time the men and women of an extraordinary cast of characters find themselves at a crossroads of new ideas—about medicine, commerce, architecture, and justice. In a world where proponents of the old ways fiercely battle those with progressive minds, the intrigue and tension quickly reach a boiling point against the devastating backdrop of the greatest natural disaster ever to strike the human race—the Black Death.",1014,1961,Dutton,https://covers.openlibrary.org/b/isbn/9781429543620-L.jpg,9781429543620.jpg,"Fiction, Great Britain, New York Times bestseller, Peste Negra, Historia, Plague, Historical fiction, Peste bubónica, Epidemics, Open Library Staff Picks, Novela histórica, Epidemias, History, Black Death, Suspense, nyt:mass_market_paperback=2010-08-15, Ficción, Fiction, historical, England, fiction, Middle Ages, Roman anglais, Familie, Kirchenbau, Baumeister, Fiction, historical, general, Peste noire, Romans, nouvelles, Histoire, Novela",Kingsbridge,2,Hardcover,4.26,,,want_to_read,,,,adult,intense,"suspenseful, tense, thought_provoking",1,8,7,7,8,ensemble,cinematic,medieval,1
,9782329222271,,"A Christmas Carol","Charles Dickens",,"'If I had my way, every idiot who goes around with Merry Christmas on his lips, would be boiled with his own pudding, and buried with a stake of holly through his heart. Merry Christmas? Bah humbug!'Introduction and Afterword by Joe WheelerTo bitter, miserly Ebenezer Scrooge, Christmas is just another day. But all that changes when the ghost of his long-dead business partner appears, warning Scrooge to change his ways before it's too late. Part of the Focus on the Family Great Stories collection, this edition features an in-depth introduction and discussion questions by Joe Wheeler to provide greater understanding for today's reader. ""A Christmas Carol"" captures the heart of the holidays like no other novel.",104,2043-12-17,"Bethany House Publishers",https://covers.openlibrary.org/b/isbn/9782329222271-L.jpg,9782329222271.jpg,"Ghost stories, Readers, Ebenzer Scrooge (Fictitious character), open_syllabus_project, Cartoons and comics, Promptbooks, Christmas stories, French language books, Poor families, Navidad, Esperanto, Sick children, French language, Repentance, Criticism and interpretation, Facsimiles, Christmas, English Manuscripts, English Christmas stories, Fiction,, Poor, Empathy, Animals, Adaptations, Recluses, French language edition, Translations into Portuguese, Comic books, strips, Recitations, Generosity, Literary collections, Cuentos de fantasmas, London(England), Children's stories, Ficción, Manners and customs, Fiction, Misers, History, Ebenezer Scrooge (Fictitious character), Social life and customs, Trials (Breach of promise), England, Vida social y costumbres, Juvenile fiction, Fantasmas, Bible stories, Texts, Cuentos de Navidad, Scrooge, Ebenezer (Personaje literario), Social conditions, Ghosts, Juvenile literature, Scrooge, Ebenezer (Fictitious character), High interest-low vocabulary books, Pictorial works, Short stories, Christmas, fiction, Children's fiction, Scrooge, ebenezer (fictitious character), fiction, England, fiction, Ghosts, fiction, British and irish fiction (fictional works by one author), Drama (dramatic works by one author), London (england), fiction, Coloring books, Child and youth fiction, Fiction, historical, Child and youth non-fiction, Carols, Children's songs, Holidays, fiction, Fiction, ghost, English literature, Parody, General, Zombies, Literature and fiction, juvenile, Literature and fiction, historical fiction, Fantasy fiction, Songs, Christmas, juvenile literature, Conduct of life, Toy and movable books, Specimens, English Ghost stories, Illustrations, Classics, Christmas carol (Dickens, Charles), Fiction, historical, general, Great britain, fiction, Fiction, humorous, general, Fiction, general, Fiction, action & adventure, Fiction, suspense, Weihnachten, Nächstenliebe, Englisch, Gespenstergeschichte, Avarice, Novela juvenil, Fiction, christian, general, Greece, fiction, Literature and fiction, horror and ghost stories, Noël, Contes, Spanish language materials, Familles pauvres, Romans, nouvelles, Avares, Spanish language, Reading materials, Histoires de Noël, Fiction, religious, Christmas, poetry, Color, juvenile literature, English language, Study and teaching, Romans, Littérature, Enseignement des langues, Autoformation, Comic books, strips, etc., Fiction, fantasy, general, Family, Publishers and publishing, Christmas trees, Redemption, Habsucht, Egoismus, Bekehrung, Nineteenth century,, Romans, nouvelles, etc. pour la jeunesse, Mœurs et coutumes, Readers for new literates, Animals, fiction, British and irish drama (dramatic works by one author), Art, Nowele angielskie, Tłumaczenia polskie, Boże Narodzenie, Nowele, Fiction, short stories (single author), Literature, collections, Classic Literature, Drama, Fiction, holidays, Fiction, classics, Reading, remedial teaching, Elementary education of adults, Family, fiction, Sick, fiction, Christmas music, Long Now Manual for Civilization, Ghost plays, Illustrators, Individual","The Christmas Books",1,Paperback,4.06,,,want_to_read,,,,adult,moderate,"inspirational, thought_provoking, cozy",1,6,6,7,9,redemption_arc,flowery,victorian,1
,9781522714323,,"The Merchant of Venice","William Shakespeare",,"In this lively comedy of love and money in sixteenth-century Venice, Bassanio wants to impress the wealthy heiress Portia but lacks the necessary funds. He turns to his merchant friend, Antonio, who is forced to borrow from Shylock, a Jewish moneylender. When Antonio's business falters, repayment becomes impossible--and by the terms of the loan agreement, Shylock is able to demand a pound of Antonio's flesh. Portia cleverly intervenes, and all ends well (except of course for Shylock).",337,1996-10-28,"Washington Square Press, Inc.",https://covers.openlibrary.org/b/isbn/9781522714323-L.jpg,9781522714323.jpg,"Drama, Jews, Moneylenders, Shylock (Fictitious character), Juvenile drama, Plays, English literature, History and criticism, History, Problems, exercises, Criticism and interpretation, Sources, Bibliography, Promptbooks, English Young adult drama, Quartos, Study and teaching, Outlines, syllabi, Fiction, Study guides, Examinations, Jews in literature, English drama, English drama (Comedy), Drama in English Shakespeare, William - Texts, English literature: Shakespeare criticism, English literature: Shakespeare texts, Plays / Drama, Literary Criticism, Shakespeare, For National Curriculum Key Stage 3, Venice (Italy), Juvenile literature, Concordances, Venecia (Italia), Prestamistas, Teatro, Judíos, Nonfiction, British and irish drama (dramatic works by one author), Shakespeare, william, 1564-1616, merchant of venice, Shakespeare, william, 1564-1616, juvenile literature, Shakespeare, william, 1564-1616, adaptations, Merchant of Venice (Shakespeare, William), Education, English literature, study and teaching, Shakespeare, william, 1564-1616, criticism and interpretation, Drama (dramatic works by one author), English literature, outlines, syllabi, etc., Shakespeare, william, 1564-1616, outlines, syllabi, etc., Outlines, syllabi, Problems, exercises, Dramatic production, Stage history, Comedies, Humorous plays, Study and teaching (Secondary), Secondary Education, Shakespeare, William, 1564-1616, Criticism, Jewish merchants, Readers for new literates, Shakespeare, william, 1564-1616, study and teaching, Mathematics, study and teaching, Shakespeare, william, 1564-1616, criticism, textual, English literature, history and criticism, early modern, 1500-1700, Theater, Production and direction, Stage management, Théâtre, Production et mise en scène, Régie (Théâtre), English drama, history and criticism, Merchants, In literature, Comedy, Readers, Portia (Fictitious character : Shakespeare), Shakespeare, william , 1564-1616, Moneylenders--drama, Jews--italy--venice--drama, Shylock (fictitious character)--drama, Pr2825.a2 d75 2010, 822.33, 214468, Jewish businesspeople, Deals, Avarice, Race relations, Jews--Italy--Drama, Venice (Italy)--Drama",,,Paperback,3.8,,,want_to_read,,,,young_adult,moderate,"humorous, romantic, thought_provoking",0.85,6.5,7,9,7.5,revenge_tale,flowery,urban,0.85
,,,"The Last Unicorn","Peter S. Beagle",,"alternate cover editions can be found here, here and hereShe was magical, beautiful beyond belief—and completely alone...The unicorn had lived since before memory in a forest where death could touch nothing. Maidens who caught a glimpse of her glory were blessed by enchantment they would never forget. But outside her wondrous realm, dark whispers and rumours carried a message she could not ignore: ""Unicorns are gone from the world.""Aided by a bumbling magician and an indomitable spinster, she set out to learn the truth. but she feared even her immortal wisdom meant nothing in a world where a mad king's curse and terror incarnate lived only to stalk the last unicorn to her doom...",294,2068-10-28,"Penguin Roc",https://covers.openlibrary.org/b/isbn/0451450523-L.jpg,,"Unicorns, Fiction, Legends and stories, Juvenile literature, American Fantasy fiction, Large type books, Fiction, fantasy, general, Fantasy fiction, Fiction, general, Fiction, science fiction, general, American literature, Comics & graphic novels, fantasy, general, Unicornios, Novelas","The Last Unicorn",1,Paperback,4.15,,,want_to_read,,,,young_adult,moderate,"adventurous, melancholic, thought_provoking",0.9,4,6,6,7,heros_journey,lyrical,medieval,0.9
