isbn13,title,author,description,page_count,published_date,publisher,cover_url,cover_filename,genres,series_name,volume_number,audience,intensity,moods,classification_confidence,mood_darkness,pacing_speed,complexity_score,emotional_intensity,plot_archetype,prose_style,setting_atmosphere,vibe_confidence,is_nyt_bestseller,nyt_list_category,nyt_weeks_on_list,nyt_peak_rank
9781668069219,"Disney Adults","AJ Wolfe","An exploration of the subculture of loyal fans, composed of grown-ups, of the Disney films, merchandise and theme parks.",,,Gallery,https://covers.openlibrary.org/b/isbn/9781668069219-L.jpg,,Fiction,,,adult,moderate,"thought_provoking, humorous",0.8,2,4,4,3,other,conversational,contemporary,0.7,1,"Hardcover Nonfiction",2,15
9781649379092,"Accomplice To The Villain","Hannah Nicole Maehrer","The third book in the Assistant and the Villain series. Evie Sage might be falling for the kingdom’s most terrifying villain.",368,2025,"Red Tower",https://covers.openlibrary.org/b/isbn/9781649375544-L.jpg,9781649379092.jpg,Fiction,"Assistant and the Villain series",3,adult,moderate,"romantic, suspenseful, adventurous",0.8,6,7,3,7,enemies_to_lovers,conversational,medieval,0.8,1,"Paperback Trade Fiction",3,14
9780316017930,Outliers,"Malcolm Gladwell","Unexpected factors that explain why some people succeed, such as upbringing, timing and 10,000 hours of deliberate practice.",336,2011,"Little, Brown & Company",https://covers.openlibrary.org/b/id/7342494-L.jpg,9780316017930.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.9,1,7,6,1,other,conversational,contemporary,0.9,1,"Paperback Nonfiction",382,9
9780593474709,"Your Favorite Scary Movie","Ashley Cullins","Interviews with the cast and creators on the making of the “Scream” films and their impact on the horror movie genre.",352,2025,Plume,https://covers.openlibrary.org/b/isbn/9780593474709-L.jpg,9780593474709.jpg,Fiction,,,adult,moderate,"thought_provoking, tense",0.95,7,6,6,3,other,conversational,contemporary,0.9,1,"Paperback Nonfiction",1,13
9781541705388,"The Parkinson'S Plan","Ray Dorsey and Michael S. Okun",,320,2025,PublicAffairs,https://covers.openlibrary.org/b/isbn/9781541705388-L.jpg,9781541705388.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",1,5
9780593797457,"Feeding Littles Lunches","Megan McNamee and Judy Delaware",,,2024,Rodale,https://covers.openlibrary.org/b/id/14813287-L.jpg,9780593797457.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",3,6
9781400256235,"Tame Your Thoughts","Max Lucado",,240,2025,"Thomas Nelson",https://covers.openlibrary.org/b/isbn/9781400256235-L.jpg,9781400256235.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",2,10
9781338736076,Heroes,"Alan Gratz","The friends Frank and Stanley give a vivid account of the Pearl Harbor attack. (Ages 8 to 12)",,2024,Scholastic,https://covers.openlibrary.org/b/id/14573467-L.jpg,9781338736076.jpg,,,,middle_grade,moderate,"tense, thought_provoking, adventurous",0.85,7,8,3,8,heros_journey,conversational,other,0.75,1,"Children’s Middle Grade Hardcover",67,8
9780316582681,"J Vs. K","Kwame Alexander and Jerry Craft","An intense rivalry ensues when two talented fifth graders vie for Dean Ashley Public School’s annual creative storytelling competition. (Ages 8 to 12)",240,2025,"Little, Brown",https://covers.openlibrary.org/b/id/14980975-L.jpg,9780316582681.jpg,,,,middle_grade,moderate,"tense, inspirational",1,3,6,2.5,6,coming_of_age,conversational,academic,0.9,1,"Children’s Middle Grade Hardcover",8,9
9781546179382,Resist,"Alan Gratz","Samira goes on a dangerous mission to save her mother on D-Day. (Ages 9 to 12)",80,2025,Scholastic,https://covers.openlibrary.org/b/id/14853750-L.jpg,9781546179382.jpg,,,,middle_grade,moderate,"adventurous, tense, inspirational",0.9,6,8,2,7,heros_journey,cinematic,other,0.8,1,"Children’s Middle Grade Hardcover",15,10
9780062348340,"On The First Day Of Kindergarten","Tish Rabe","A little girl's first 12 days of kindergarten. (Ages 4 to 8)",,2016,HarperCollins,https://covers.openlibrary.org/b/isbn/9780062348340-L.jpg,9780062348340.jpg,,,,children,light,"humorous, cozy, inspirational",1,1,6,1,3,coming_of_age,conversational,contemporary,0.9,1,"Children’s Picture Books",3,8
9780358412243,"Time For School, Little Blue Truck","Alice Schertle","Blue gives a friend a ride to school. (Ages 4 to 7)",32,2021,Clarion,https://covers.openlibrary.org/b/id/11514203-L.jpg,9780358412243.jpg,,"Little Blue Truck",,children,light,"cozy, inspirational",1,1,3,1,2,other,conversational,contemporary,0.9,1,"Children’s Picture Books",45,9
9780593621110,"The Crayons Go Back To School","Drew Daywalt","The crayons go back to school and can't wait for art class. (Ages 4 to 8)",,2023,Philomel,https://covers.openlibrary.org/b/id/13007730-L.jpg,9780593621110.jpg,,,,children,light,"humorous, cozy, inspirational",1,1,3,1,1,ensemble,conversational,contemporary,0.9,1,"Children’s Picture Books",23,10
9781728297101,"Write Me For You","Tillie Cole","Two teens find love while battling devastating cancer diagnoses. (Ages 14 to 18)",,2025,Bloom,https://covers.openlibrary.org/b/isbn/9781728297101-L.jpg,9781728297101.jpg,,,,young_adult,intense,"romantic, melancholic, thought_provoking",0.9,8.5,6,3.5,9.5,coming_of_age,conversational,contemporary,0.9,1,"Young Adult Hardcover",4,8
9780063430013,"Fable For The End Of The World","Ava Reid","Inesa, the hunted, and Melinoë, the hunter, fall in love in a postapocalyptic society. (Ages 14 and up)",384,2025,HarperCollins,https://covers.openlibrary.org/b/isbn/9780063211551-L.jpg,9780063430013.jpg,,,,young_adult,dark,"romantic, suspenseful, tense",0.9,8.5,6,4,8,enemies_to_lovers,conversational,post_apocalyptic,0.85,1,"Young Adult Hardcover",12,9
9781938570520,"Isles Of The Emberdark","Brandon Sanderson","Dusk sets off to save his people and forms an alliance with a dragon trapped in human form. Read by Kaleo Griffith and Jennifer Jill Araya. 16 hours, 53 minutes unabridged.",481,2025,Dragonsteel,https://covers.openlibrary.org/b/isbn/9788412968798-L.jpg,9781938570520.jpg,Fiction,,,adult,moderate,"adventurous, mysterious, tense",0.8,6,7,6,8,heros_journey,cinematic,medieval,0.7,1,"Audio Fiction",1,4
9798217063987,"Great Big Beautiful Life","Emily Henry","A writer looking for her big break competes against a Pulitzer winner to tell the story of an octogenarian with a storied past. Read by Julia Whelan. 12 hours, 3 minutes unabridged.",418,2025,"Penguin Audio",https://covers.openlibrary.org/b/isbn/9798217067541-L.jpg,9798217063987.jpg,Fiction,,,adult,moderate,"inspirational, mysterious, thought_provoking",0.9,3,6,3,7,other,conversational,contemporary,0.8,1,"Audio Fiction",4,6
9781666690880,"The Tenant","Freida McFadden","Things take an unsettling turn when a marketing executive loses his job and a woman rents a room in his brownstone. Read by Will Damron and Christine Lakin. 8 hours, 50 minutes unabridged.",322,2025,"Dreamscape Media",https://covers.openlibrary.org/b/isbn/9781464228629-L.jpg,9781666690880.jpg,Fiction,,,adult,intense,"tense, mysterious, suspenseful",0.9,7.5,8.5,3,8,unreliable_narrator,conversational,contemporary,0.8,1,"Audio Fiction",3,11
9781705085059,"Fourth Wing","Rebecca Yarros","Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders. Read by Rebecca Soler and Teddy Hamilton. 20 hours, 47 minutes unabridged.",517,2023,"Recorded Books",https://covers.openlibrary.org/b/isbn/9780349437019-L.jpg,9781705085059.jpg,Fiction,,,adult,intense,"adventurous, romantic, tense",0.9,7.5,9,3.5,8,chosen_one,conversational,other,0.8,1,"Audio Fiction",27,13
9798350430479,"This Inevitable Ruin","Matt Dinniman","The seventh book in the Dungeon Crawler Carl series. After becoming fully self-aware, the NPCs join the Faction Wars. Read by Jeff Hays and Travis Baldree. 28 hours, 40 minutes unabridged.",801,2024,"Audible Studios",https://covers.openlibrary.org/b/isbn/9798217190041-L.jpg,9798350430479.jpg,Fiction,"Dungeon Crawler Carl",7,adult,intense,"adventurous, humorous, tense",0.9,7.5,8,4,7,chosen_one,conversational,dystopian,0.8,1,"Audio Fiction",2,15
9780061968358,"A People'S History Of The United States: 1492 To Present","Howard Zinn","An account from the point of view of women, African Americans and others who are often marginalized. Read by Jeff Zinn. 34 hours, 8 minutes unabridged.",688,1980,HarperAudio,https://covers.openlibrary.org/b/isbn/9780061989834-L.jpg,9780061968358.jpg,Fiction,,,adult,intense,"thought_provoking, melancholic, inspirational",0.9,8.5,3.5,8.5,9,ensemble,journalistic,other,0.8,1,"Audio Nonfiction",4,6
9780593951842,"Mark Twain","Ron Chernow","The Pulitzer Prize-winning biographer portrays the life and career of the literary celebrity and political pundit. Read by Jason Culp. 44 hours, 36 minutes unabridged.",1220,2025,"Penguin Audio",https://covers.openlibrary.org/b/isbn/9780525561729-L.jpg,9780593951842.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational, melancholic",0.9,4,3,8,6,other,journalistic,victorian,0.8,1,"Audio Nonfiction",3,9
9781250395757,"My Next Breath","Jeremy Renner","The Academy Award-nominated actor tells the story of the accident he had with a snowplow and his efforts to recover from it. Read by the author. 6 hours, 35 minutes unabridged.",320,2025,"Macmillan Audio",https://covers.openlibrary.org/b/isbn/9781250395757-L.jpg,9781250395757.jpg,Fiction,,,adult,intense,"inspirational, melancholic, thought_provoking",0.9,7.5,5.5,3.5,9,heros_journey,conversational,contemporary,0.8,1,"Audio Nonfiction",4,11
9781668649909,Butler,"Salena Zito","A firsthand account of the attempted assassination of Donald Trump during an open-air campaign rally in Pennsylvania on July 13, 2024. Read by Helen Wynn. 7 hours, 44 minutes unabridged.",247,2025,"Hachette Audio",https://covers.openlibrary.org/b/id/15104464-L.jpg,9781668649909.jpg,Fiction,,,adult,intense,"tense, suspenseful, thought_provoking",1,8.5,9,5.5,9,other,cinematic,contemporary,1,1,"Audio Nonfiction",1,12
9781668648957,"My Good Side","Scheana Shay","The actress and star of the reality TV series “Vanderpump Rules” shares behind-the-scenes stories and struggles she experienced in her life. Read by the author. 6 hours, 5 minutes unabridged.",256,2025,"Hachette Audio",https://covers.openlibrary.org/b/isbn/9781668648957-L.jpg,9781668648957.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.9,4,5,2,7,redemption_arc,conversational,contemporary,0.9,1,"Audio Nonfiction",1,14
9780593854037,"The Wealth Ladder","Nick Maggiulli",,256,2025,Portfolio,https://covers.openlibrary.org/b/isbn/9780593854037-L.jpg,9780593854037.jpg,,,,,,,,,,,,,,,,1,Business,1,10
9781684058419,"Teenage Mutant Ninja Turtles: The Last Ronin","Kevin Eastman, Peter Laird and Tom Waltz","A lone Turtle goes on a mission to get justice for his family in a post-apocalyptic New York.",224,2022,IDW,https://covers.openlibrary.org/b/id/12410259-L.jpg,9781684058419.jpg,,"Teenage Mutant Ninja Turtles",,adult,intense,"tense, melancholic, thought_provoking",0.9,9,7,4,9,revenge_tale,cinematic,post_apocalyptic,0.9,1,"Graphic Books and Manga",7,9
9781338762457,"The New Girl","Cassandra Calin","After moving with her family from Romania, Lia has trouble adjusting to a bunch of changes happening at the same time.",,2024,Scholastic,https://covers.openlibrary.org/b/id/14672082-L.jpg,9781338762457.jpg,,,,young_adult,moderate,"melancholic, thought_provoking",0.8,3,4,3,7,fish_out_of_water,conversational,contemporary,0.7,1,"Graphic Books and Manga",7,10
9798887241296,"Teenage Mutant Ninja Turtles: The Last Ronin Ii—Re-Evolution","Kevin Eastman and Tom Waltz","A new generation of Teenage Mutant Ninja Turtles fight for New York City.",232,2025,IDW,https://covers.openlibrary.org/b/id/15108440-L.jpg,9798887241296.jpg,,"Teenage Mutant Ninja Turtles: The Last Ronin",2,young_adult,dark,"adventurous, tense, thought_provoking",0.85,8,8,4,7,heros_journey,cinematic,urban,0.85,1,"Graphic Books and Manga",1,11
9781974755172,"Jojo'S Bizarre Adventure: Part 7—Steel Ball Run, Vol. 2","Hirohiko Araki","Mountain Tim suspects Johnny and Gyro are responsible for the deaths of three competitors.",,,"VIZ Media",https://covers.openlibrary.org/b/isbn/9781974755172-L.jpg,,,"Jojo'S Bizarre Adventure: Part 7—Steel Ball Run",2,young_adult,intense,"suspenseful, mysterious, adventurous",0.85,7,8,6,6,whodunit,cinematic,wilderness,0.75,1,"Graphic Books and Manga",1,12
9781338740264,Smile,"Raina Telgemeier","Raina experiences braces, boy troubles and other plagues of the sixth grade.",224,2020,Scholastic,https://covers.openlibrary.org/b/id/10528177-L.jpg,9781338740264.jpg,,,,middle_grade,light,"humorous, thought_provoking",1,2.5,6,2,5,coming_of_age,conversational,contemporary,1,1,"Graphic Books and Manga",16,13
9781974751884,"Jujutsu Kaisen, Vol. 25","Gege Akutami","Sukuna and Gojo, sorcerers from different eras, finally battle each other.",208,2025,"VIZ Media",https://covers.openlibrary.org/b/id/15125977-L.jpg,9781974751884.jpg,,"Jujutsu Kaisen",25,young_adult,intense,"tense, adventurous, thought_provoking",0.8,8.5,9,6,8,heros_journey,cinematic,urban,0.8,1,"Graphic Books and Manga",3,14
9781974755905,"One Piece, Vol. 109","Eiichiro Oda","Bonney seeks to avenge her family and Dr. Vegapunk might divulge the hidden history of the world.",184,2025-07-01,"VIZ Media",https://covers.openlibrary.org/b/id/14849265-L.jpg,9781974755905.jpg,,"One Piece",109,young_adult,moderate,"adventurous, mysterious, tense",0.9,6,8,4,8,revenge_tale,dialogue_heavy,other,0.9,1,"Graphic Books and Manga",1,15
9780786051441,"The Man From Blood Gulch","William W. Johnstone and J.A. Johnstone","The bounty hunter Garret “Ghost” McCoy gets caught between rival outlaw gangs.",400,2025,Pinnacle,https://covers.openlibrary.org/b/isbn/9780786051441-L.jpg,9780786051441.jpg,,,,adult,intense,"suspenseful, tense, adventurous",0.9,7.5,8.5,2.5,5.5,heros_journey,cinematic,wilderness,0.85,1,"Mass Market",1,2
9780786049622,"These Men Chose Hell","William W. Johnstone and J.A. Johnstone","The second book in the Fort Misery series. Condemned soldiers choose to defend a fort in the Yuma Desert.",,,Pinnacle,https://covers.openlibrary.org/b/isbn/9780786049622-L.jpg,,,"Fort Misery series",2,adult,intense,"adventurous, tense, thought_provoking",0.85,8.5,7.5,3.5,7.5,redemption_arc,cinematic,wilderness,0.8,1,"Mass Market",1,3
9780593157794,"Camino Ghosts","John Grisham","The third book in the Camino series. The last living descendant of the now-deserted island's inhabitants gets in the way of a resort developer.",304,2024,Vintage,https://covers.openlibrary.org/b/isbn/9780385545990-L.jpg,9780593157794.jpg,,"Camino series",3,adult,moderate,"tense, mysterious, suspenseful",0.8,6,8,3,5,other,cinematic,tropical,0.7,1,"Mass Market",2,4
9780593498637,Joy,"Danielle Steel","A book editor recognizes the trauma incurred by her partner during his military deployments and seeks to restore her sense of self.",160,2013,Dell,https://covers.openlibrary.org/b/isbn/9780593071724-L.jpg,9780593498637.jpg,,,,adult,moderate,"melancholic, inspirational, romantic",0.9,6.5,5.5,2.5,8.5,redemption_arc,conversational,contemporary,0.9,1,"Mass Market",2,5
9780593717967,"Tom Clancy: Shadow State","M.P. Woodward","The 12th book in the Jack Ryan Jr. series. Jack uncovers dangers in Vietnam.",384,2024,Berkley,https://covers.openlibrary.org/b/isbn/9780593717943-L.jpg,9780593717967.jpg,,"Jack Ryan Jr. series",12,adult,intense,"suspenseful, tense, adventurous",0.9,7.5,9.5,3.5,5.5,heros_journey,cinematic,contemporary,0.8,1,"Mass Market",1,7
9780786051502,"Calamity James","William W. Johnstone and J.A. Johnstone","Bad luck seems to follow Jesse and Frank James’s brother, Calvin Amadeus James.",416,2025,Pinnacle,https://covers.openlibrary.org/b/isbn/9780786051502-L.jpg,9780786051502.jpg,,,,adult,moderate,"adventurous, humorous",0.7,4,7,2,3,heros_journey,conversational,wilderness,0.7,1,"Mass Market",1,8
9781538721919,"Murder Island","James Patterson and Brian Sitts","The second book in the Doc Savage thriller series.",,2023,"Little, Brown",https://covers.openlibrary.org/b/isbn/9781538721919-L.jpg,9781538721919.jpg,,"Doc Savage thriller series",2,adult,intense,"suspenseful, tense, adventurous",0.8,6.5,9.5,2.5,5.5,heros_journey,cinematic,tropical,0.7,1,"Mass Market",1,9
9781335428660,Lawbreaker,"Diana Palmer","A former crime boss, who now runs an art gallery, and a singer from his past might run off to a ranch in Texas to avoid dangers.",,2024,"Canary Street",https://covers.openlibrary.org/b/isbn/9781335513113-L.jpg,9781335428660.jpg,,,,adult,moderate,"romantic, suspenseful, tense",0.9,5,6,2,8,redemption_arc,conversational,contemporary,0.85,1,"Mass Market",1,10
9781335629760,"At Home In Stone Creek","Linda Lael Miller","Jack comes back into Ashley’s life — but he has secrets.",416,2025,Harlequin,https://covers.openlibrary.org/b/isbn/9781335629760-L.jpg,9781335629760.jpg,,,,adult,moderate,"romantic, mysterious",0.8,3.5,5.5,2.5,7,redemption_arc,conversational,small_town,0.7,1,"Mass Market",1,11
9781538772751,"The Choice","Nicholas Sparks","A man living in North Carolina determines to get closer to his new neighbor, which may put them on an unexpected path in life.",336,2025,"Grand Central",https://covers.openlibrary.org/b/isbn/9781538772751-L.jpg,9781538772751.jpg,,,,adult,moderate,"romantic, thought_provoking",0.95,6,4,2,9,forbidden_love,conversational,contemporary,0.9,1,"Mass Market",1,12
9781250909411,"Passions In Death","J.D. Robb","The 59th book of the In Death series. Bad memories come up for Eve Dallas at a crime scene.",440,2024,"St. Martin's",https://covers.openlibrary.org/b/isbn/9781250909411-L.jpg,9781250909411.jpg,,"In Death series",59,adult,dark,"mysterious, tense, suspenseful",0.9,7.5,8.5,4.5,7.5,whodunit,conversational,urban,0.85,1,"Mass Market",2,13
9781335937315,"The Amish Baby Scandal","Virginia Wise","When she returns unwed and pregnant after her Rumspringa, Emma Yoder wonders whether any Amish man would accept her situation.",208,2025,"Love Inspired",https://covers.openlibrary.org/b/isbn/9781335937315-L.jpg,9781335937315.jpg,,,,adult,moderate,"romantic, thought_provoking, melancholic",0.9,6,4,2,8,redemption_arc,conversational,small_town,0.8,1,"Mass Market",1,14
9781335937308,"Their Fake Amish Betrothal","Rebecca Kertz","A pretend engagement between a carpenter and a heartbroken woman in an Amish community might become more.",208,2025,"Love Inspired",https://covers.openlibrary.org/b/isbn/9781335937308-L.jpg,9781335937308.jpg,,,,adult,light,"romantic, cozy",0.9,2,4,2,6,other,conversational,small_town,0.85,1,"Mass Market",1,15
9780593887257,Tyger,"SF Said",,,2022,"Penguin Workshop",https://covers.openlibrary.org/b/isbn/9780593887257-L.jpg,9780593887257.jpg,,,,,,,,,,,,,,,,1,"Middle Grade Paperback",1,4
9781536243574,"The Secret Library","Kekla Magoon",,384,2025,Candlewick,https://covers.openlibrary.org/b/isbn/9781536243574-L.jpg,9781536243574.jpg,,,,,,,,,,,,,,,,1,"Middle Grade Paperback",1,7
9780593813188,"The Dragon'S Apprentice","James Riley",,240,2025,"Labyrinth Road",https://covers.openlibrary.org/b/isbn/9780593813188-L.jpg,9780593813188.jpg,,,,,,,,,,,,,,,,1,"Middle Grade Paperback",4,8
9780593708064,"Snow White And The Dragon (Or, Sleeping Beauty And The Seven Dwarfs)","Kim Bussing",,,2025,"Random House",https://covers.openlibrary.org/b/isbn/9780593708071-L.jpg,9780593708064.jpg,,,,,,,,,,,,,,,,1,"Middle Grade Paperback",1,10
9780385741279,"We Were Liars","E. Lockhart",,,2018,Ember,https://covers.openlibrary.org/b/id/8184975-L.jpg,9780385741279.jpg,,,,,,,,,,,,,,,,1,"Young Adult Paperback",37,1
9781464247880,"The Summer Of Broken Rules","K.L. Walther",,384,2025,"Sourcebooks Fire",https://covers.openlibrary.org/b/isbn/9781464247880-L.jpg,9781464247880.jpg,,,,,,,,,,,,,,,,1,"Young Adult Paperback",11,2
9781250417336,"Coffeeshop In An Alternate Universe","C.B. Lee",,400,2025,"Feiwel & Friends",https://covers.openlibrary.org/b/isbn/9781250778024-L.jpg,9781250417336.jpg,,,,,,,,,,,,,,,,1,"Young Adult Paperback",1,6
9780063336803,"We Are All Guilty Here","Karin Slaughter","Officer Emmy Clifton investigates the disappearance of two teenage girls from a small town called North Falls.",448,2025,Morrow,https://covers.openlibrary.org/b/isbn/9780063336803-L.jpg,9780063336803.jpg,Fiction,,,adult,intense,"suspenseful, mysterious, tense",0.9,9,8.5,6,8.5,whodunit,cinematic,small_town,0.9,1,"Combined Print & E-Book Fiction",1,1
9781649378545,"Accomplice To The Villain","Hannah Nicole Maehrer","The third book in the Assistant and the Villain series. Evie Sage might be falling for the kingdom’s most terrifying villain.",368,2025,"Red Tower",https://covers.openlibrary.org/b/id/15110869-L.jpg,9781649378545.jpg,Fiction,"Assistant and the Villain series",3,adult,moderate,"romantic, suspenseful, adventurous",0.8,6,7,3,7,enemies_to_lovers,conversational,medieval,0.8,1,"Combined Print & E-Book Fiction",2,5
9781538765135,"Kiss Her Goodbye","Lisa Gardner","The fourth book in the Frankie Elkin series. The missing persons expert Elkin goes to Tucson in search of a missing Afghan refugee.",,2025,"Grand Central",https://covers.openlibrary.org/b/isbn/9781538765135-L.jpg,9781538765135.jpg,Fiction,"Frankie Elkin series",4,adult,intense,"mysterious, tense, suspenseful",0.9,7.5,8.5,4.5,7.5,whodunit,cinematic,urban,0.8,1,"Combined Print & E-Book Fiction",1,7
9781250353498,"Semi-Well-Adjusted Despite Literally Everything","Alyson Stoner","The actor and dancer recounts childhood fame, past traumas and the search for stability.",320,2025,"St. Martin's",https://covers.openlibrary.org/b/id/15119316-L.jpg,9781250353498.jpg,Fiction,,,adult,dark,"melancholic, inspirational, thought_provoking",0.9,7.5,3.5,3,9,redemption_arc,conversational,contemporary,0.8,1,"Combined Print & E-Book Nonfiction",1,3
9780063336773,"We Are All Guilty Here","Karin Slaughter","Officer Emmy Clifton investigates the disappearance of two teenage girls from a small town called North Falls.",448,2025,Morrow,https://covers.openlibrary.org/b/id/15111908-L.jpg,9780063336773.jpg,Fiction,,,adult,intense,"suspenseful, mysterious, tense",0.9,9,8.5,6,8.5,whodunit,cinematic,small_town,0.9,1,"Hardcover Fiction",1,2
9781250367815,"The Fallen & The Kiss Of Dusk","Carissa Broadbent","The fourth book in the Crowns of Nyaxia series and second book of the Shadowborn Duet.",576,"5th August 2025",Bramble,https://covers.openlibrary.org/b/id/15111835-L.jpg,9781250367815.jpg,Fiction,"Crowns of Nyaxia",4,adult,dark,"adventurous, romantic, tense",0.7,7,7,5,8,enemies_to_lovers,cinematic,other,0.6,1,"Hardcover Fiction",2,7
9781464244650,Scarred,"Emily McIntire","The second book in the Never After series. Lady Sara Beatreaux develops an attraction for one of the men she intended to kill.",368,2025,Bloom,https://covers.openlibrary.org/b/isbn/9781464244650-L.jpg,9781464244650.jpg,Fiction,"Never After series",2,adult,intense,"romantic, tense, suspenseful",0.9,8,7,4,9,enemies_to_lovers,conversational,other,0.8,1,"Hardcover Fiction",2,9
9781538765104,"Kiss Her Goodbye","Lisa Gardner","The fourth book in the Frankie Elkin series. The missing persons expert Elkin goes to Tucson in search of a missing Afghan refugee.",408,2025,"Grand Central",https://covers.openlibrary.org/b/id/15113558-L.jpg,9781538765104.jpg,Fiction,"Frankie Elkin series",4,adult,intense,"mysterious, tense, suspenseful",0.9,7.5,8.5,4.5,7.5,whodunit,cinematic,urban,0.8,1,"Hardcover Fiction",1,10
9780316569934,"The Hamptons Lawyer","James Patterson and Mike Lupica","The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous.",390,2025,"Little, Brown",https://covers.openlibrary.org/b/id/15106484-L.jpg,9780316569934.jpg,Fiction,"Jane Smith thriller series",3,adult,intense,"suspenseful, tense, mysterious",0.9,7.5,9.5,3,7,whodunit,cinematic,contemporary,0.85,1,"Hardcover Fiction",4,13
9780385551533,"Tonight In Jungleland","Peter Ames Carlin","The author of “Bruce” portrays the making of Springsteen’s album “Born to Run.”",256,2025,Doubleday,https://covers.openlibrary.org/b/isbn/9780385551533-L.jpg,9780385551533.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.8,3,4,6,5,heros_journey,journalistic,urban,0.7,1,"Hardcover Nonfiction",2,11
9781524746131,"The Undiscovered Country","Paul Andrew Hutton","A narrative history of the American West featuring stories about Daniel Boone, Red Eagle, Davy Crockett, Mangas Coloradas, Kit Carson, Sitting Bull and William “Buffalo Bill” Cody.",580,2025,Dutton,https://covers.openlibrary.org/b/id/15115081-L.jpg,9781524746131.jpg,Fiction,,,adult,moderate,"adventurous, thought_provoking, inspirational",0.9,6,5,6.5,4.5,ensemble,journalistic,wilderness,0.8,1,"Hardcover Nonfiction",1,12
9780063435865,"One Nation Always Under God","Tim Scott","The Republican senator from South Carolina depicts the influence Christianity had on some prominent people and institutions.",256,2025,Broadside,https://covers.openlibrary.org/b/isbn/9780063435865-L.jpg,9780063435865.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.8,4,3,6,5,ensemble,conversational,other,0.7,1,"Hardcover Nonfiction",2,13
9781464223754,"Handsome Devil","L.J. Shen","The third book in the Forbidden Love series. Gia gets an offer from her boss that she has trouble refusing.",,2025,Bloom,https://covers.openlibrary.org/b/isbn/9781464223754-L.jpg,9781464223754.jpg,Fiction,"Forbidden Love series",3,adult,intense,"romantic, tense",0.8,8,7,3,9,forbidden_love,conversational,contemporary,0.8,1,"Paperback Trade Fiction",1,11
9798217178360,"The Heaven & Earth Grocery Store","James McBride","Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.",561,2023,Riverhead,https://covers.openlibrary.org/b/isbn/9780593743775-L.jpg,9798217178360.jpg,Fiction,,,adult,dark,"mysterious, tense, thought_provoking",0.9,7.5,6,6.5,7,ensemble,conversational,small_town,0.8,1,"Paperback Trade Fiction",2,15
9780525555247,"The Anthropocene Reviewed","John Green","A collection of personal essays that review different facets of the human-centered planet.",336,2023,Dutton,https://covers.openlibrary.org/b/id/13534512-L.jpg,9780525555247.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational, melancholic",0.9,4,2,7,6,other,conversational,contemporary,0.85,1,"Paperback Nonfiction",9,10
9780525565703,"The Wide Wide Sea","Hampton Sides","The author of “On Desperate Ground” depicts Captain James Cook’s final voyage and the controversies surrounding its legacy.",400,2024,Vintage,https://covers.openlibrary.org/b/isbn/9780241437339-L.jpg,9780525565703.jpg,Fiction,,,adult,moderate,"adventurous, thought_provoking, tense",0.85,6,4,7,6,heros_journey,journalistic,wilderness,0.8,1,"Paperback Nonfiction",12,15
9798892792264,"The Happiness Files","Arthur C. Brooks",,,,"Harvard Business Review",https://covers.openlibrary.org/b/isbn/9798892792264-L.jpg,,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",1,5
9781454952725,"What To Cook When You Don'T Feel Like Cooking","Caroline Chambers",,,2024,"Union Square & Co",https://covers.openlibrary.org/b/isbn/9781454952725-L.jpg,9781454952725.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",7,7
9781668082461,"Are You Mad At Me?","Meg Josephson",,272,2025,Gallery,https://covers.openlibrary.org/b/isbn/9781668082461-L.jpg,9781668082461.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",2,9
9781338634822,"Wings Of Fire: A Guide To The Dragon World","Tui T. Sutherland","A deeper dive into the legends of the 10 dragon tribes. (Ages 8 to 12)",,2023,Scholastic,https://covers.openlibrary.org/b/id/15122241-L.jpg,9781338634822.jpg,,"Wings Of Fire",,middle_grade,moderate,"adventurous, mysterious, thought_provoking",1,3,3,4,2,other,conversational,other,0.8,1,"Children’s Middle Grade Hardcover",67,10
9781368025621,"The Magical Yet","Angela DiTerlizzi","A being known as the Magical Yet helps children to realize their future potential. (Ages 4 to 8)",40,"Apr 21, 2020","Little, Brown",https://covers.openlibrary.org/b/id/10193669-L.jpg,9781368025621.jpg,,,,children,light,"inspirational, cozy, thought_provoking",0.9,1,4,1,3,coming_of_age,conversational,contemporary,0.8,1,"Children’s Picture Books",7,10
